Locus	Gene	Start	Length	Product	Allele Count	File
KP1_RS08795		1801910	516	lipoprotein	316	KP1_RS08795.fasta
KP1_RS08810		1805302	1014	hypothetical protein	569	KP1_RS08810.fasta
KP1_RS08815		1806403	1443	NAD(P)-dependent oxidoreductase	1121	KP1_RS08815.fasta
KP1_RS08820		1807856	1002	low-specificity L-threonine aldolase	858	KP1_RS08820.fasta
KP1_RS08825		1808896	1719	pyruvate dehydrogenase	1166	KP1_RS08825.fasta
KP1_RS08840		1812391	1653	hydroxylamine reductase	1086	KP1_RS08840.fasta
KP1_RS08845		1814187	900	membrane protein	586	KP1_RS08845.fasta
KP1_RS08855		1816317	1659	hypothetical protein	1023	KP1_RS08855.fasta
KP1_RS08860		1818122	1116	macrolide transporter subunit MacA	705	KP1_RS08860.fasta
KP1_RS08870		1821251	222	cold-shock protein	93	KP1_RS08870.fasta
KP1_RS08875		1821798	318	ATP-dependent Clp protease adaptor ClpS	117	KP1_RS08875.fasta
KP1_RS08880		1822146	2280	ATP-dependent Clp protease ATP-binding subunit ClpA	1162	KP1_RS08880.fasta
KP1_RS08885		1824546	219	translation initiation factor IF-1	72	KP1_RS08885.fasta
KP1_RS08890		1825118	702	leucyl/phenylalanyl-tRNA--protein transferase	491	KP1_RS08890.fasta
KP1_RS08895		1825864	1722	cysteine/glutathione ABC transporter ATP-binding protein/permease CydC	1244	KP1_RS08895.fasta
KP1_RS08900		1827586	1767	thiol reductant ABC exporter subunit CydD	1234	KP1_RS08900.fasta
KP1_RS08905		1829467	969	thioredoxin-disulfide reductase	563	KP1_RS08905.fasta
KP1_RS08910		1830553	132	hypothetical protein	85	KP1_RS08910.fasta
KP1_RS08915		1830968	495	leucine-responsive regulatory protein	266	KP1_RS08915.fasta
KP1_RS08925	lolA	1835956	612	outer membrane lipoprotein carrier protein LolA	298	KP1_RS08925.fasta
KP1_RS08930		1836576	1344	recombinase RarA	835	KP1_RS08930.fasta
KP1_RS08935		1838010	1293	serine--tRNA ligase	782	KP1_RS08935.fasta
KP1_RS08940		1839503	2439	dimethylsulfoxide reductase subunit A	1566	KP1_RS08940.fasta
KP1_RS08960		1843709	1149	MFS transporter	749	KP1_RS08960.fasta
KP1_RS08965		1845020	741	pyruvate formate lyase-activating protein	457	KP1_RS08965.fasta
KP1_RS08970		1845952	2283	formate acetyltransferase	1266	KP1_RS08970.fasta
KP1_RS08975		1848286	858	formate transporter FocA	311	KP1_RS08975.fasta
KP1_RS08980		1849529	1761	hypothetical protein	1028	KP1_RS08980.fasta
KP1_RS08985		1851405	693	DUF421 domain-containing protein	469	KP1_RS08985.fasta
KP1_RS08990		1852286	1089	phosphoserine transaminase	630	KP1_RS08990.fasta
KP1_RS08995		1853448	1284	3-phosphoshikimate 1-carboxyvinyltransferase	808	KP1_RS08995.fasta
KP1_RS09000		1854906	684	cytidylate kinase	285	KP1_RS09000.fasta
KP1_RS09005		1855723	1674	30S ribosomal protein S1	692	KP1_RS09005.fasta
KP1_RS09010		1857548	288	integration host factor subunit beta	87	KP1_RS09010.fasta
KP1_RS09025		1862087	981	tetraacyldisaccharide 4'-kinase	813	KP1_RS09025.fasta
KP1_RS09030		1863122	1230	hypothetical protein	1000	KP1_RS09030.fasta
KP1_RS09035		1864415	183	hypothetical protein	79	KP1_RS09035.fasta
KP1_RS09040		1864594	747	3-deoxy-manno-octulosonate cytidylyltransferase	496	KP1_RS09040.fasta
KP1_RS09045		1865477	894	hypothetical protein	585	KP1_RS09045.fasta
KP1_RS09060		1868045	1323	chromosome partition protein MukF	691	KP1_RS09060.fasta
KP1_RS09070	mukB	1870052	4449	cell division protein MukB	1899	KP1_RS09070.fasta
KP1_RS09080		1876794	552	hypothetical protein	231	KP1_RS09080.fasta
KP1_RS09085		1877359	648	hypothetical protein	380	KP1_RS09085.fasta
KP1_RS09090		1878075	1191	aromatic amino acid aminotransferase	689	KP1_RS09090.fasta
KP1_RS09095		1879453	1080	phosphoporin PhoE	776	KP1_RS09095.fasta
KP1_RS09100		1881124	1401	asparagine--tRNA ligase	822	KP1_RS09100.fasta
KP1_RS09130		1888587	1203	nicotinate phosphoribosyltransferase	776	KP1_RS09130.fasta
KP1_RS09135		1889788	114	hypothetical protein	53	KP1_RS09135.fasta
KP1_RS09140		1890116	2616	aminopeptidase N	1442	KP1_RS09140.fasta
KP1_RS09150	ssuC	1893706	792	sulfonate ABC transporter	559	KP1_RS09150.fasta
KP1_RS09155		1894508	1146	alkanesulfonate monooxygenase	840	KP1_RS09155.fasta
KP1_RS09160		1895650	963	aliphatic sulfonate ABC transporter substrate-binding protein	800	KP1_RS09160.fasta
KP1_RS09170		1897430	1011	dihydroorotate dehydrogenase 2	552	KP1_RS09170.fasta
KP1_RS09175		1898610	543	cell division protein ZapC	358	KP1_RS09175.fasta
KP1_RS09180		1899149	1110	hypothetical protein	818	KP1_RS09180.fasta
KP1_RS09190		1902476	1908	ABC transporter ATPase	1163	KP1_RS09190.fasta
KP1_RS09200		1905656	1638	paraquat-inducible protein B	864	KP1_RS09200.fasta
KP1_RS09205		1907293	564	hypothetical protein	408	KP1_RS09205.fasta
KP1_RS09210		1908110	168	ribosome modulation factor	65	KP1_RS09210.fasta
KP1_RS09215		1908346	519	beta-hydroxydecanoyl-ACP dehydratase	255	KP1_RS09215.fasta
KP1_RS09225		1910877	453	macrodomain Ter protein	213	KP1_RS09225.fasta
KP1_RS09235		1912884	510	cell division inhibitor SulA	315	KP1_RS09235.fasta
KP1_RS09265		1919142	459	methylglyoxal synthase	258	KP1_RS09265.fasta
KP1_RS09270		1919755	414	hypothetical protein	282	KP1_RS09270.fasta
KP1_RS09275		1920199	318	heat-shock protein HspQ	236	KP1_RS09275.fasta
KP1_RS09280		1920576	1203	ribosomal RNA large subunit methyltransferase I	764	KP1_RS09280.fasta
KP1_RS09285		1921969	555	kinase inhibitor	478	KP1_RS09285.fasta
KP1_RS09290		1922541	789	AraC family transcriptional regulator	659	KP1_RS09290.fasta
KP1_RS09295		1923378	282	acylphosphatase	229	KP1_RS09295.fasta
KP1_RS09300		1923656	330	sulfurtransferase TusE	174	KP1_RS09300.fasta
KP1_RS09305		1924074	660	BAX inhibitor protein	445	KP1_RS09305.fasta
KP1_RS09435		1955591	1488	aldehyde dehydrogenase PuuC	1268	KP1_RS09435.fasta
KP1_RS09440		1957399	558	XRE family transcriptional regulator	286	KP1_RS09440.fasta
KP1_RS09445		1957982	765	gamma-glutamyl-gamma-aminobutyrate hydrolase	457	KP1_RS09445.fasta
KP1_RS09510		1968455	1323	pyrimidine utilization transport protein G	1091	KP1_RS09510.fasta
KP1_RS09515		1969799	495	FMN reductase	421	KP1_RS09515.fasta
KP1_RS09520		1970304	591	nitroreductase family protein	555	KP1_RS09520.fasta
KP1_RS09535		1972076	711	peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB	560	KP1_RS09535.fasta
KP1_RS09540		1972786	1092	pyrimidine monooxygenase RutA	765	KP1_RS09540.fasta
KP1_RS09545		1974162	639	transcriptional regulator	393	KP1_RS09545.fasta
KP1_RS09550		1974797	396	hypothetical protein	301	KP1_RS09550.fasta
KP1_RS09560		1979762	1509	sodium:proline symporter	984	KP1_RS09560.fasta
KP1_RS09565		1981405	435	choline dehydrogenase	365	KP1_RS09565.fasta
KP1_RS09570		1981871	1185	nucleoside transporter	873	KP1_RS09570.fasta
KP1_RS09580		1984208	1128	iron uptake system protein EfeO	791	KP1_RS09580.fasta
KP1_RS09585		1985340	1284	peroxidase	989	KP1_RS09585.fasta
KP1_RS09590		1987128	789	phosphate starvation protein PhoH	447	KP1_RS09590.fasta
KP1_RS09625		1993087	939	glyoxylate/hydroxypyruvate reductase A	820	KP1_RS09625.fasta
KP1_RS09630		1994114	738	phosphatase	533	KP1_RS09630.fasta
KP1_RS09635		1994874	555	molecular chaperone	449	KP1_RS09635.fasta
KP1_RS09640		1995532	483	hypothetical protein	381	KP1_RS09640.fasta
KP1_RS09645		1996164	528	O-acetyl-ADP-ribose deacetylase	445	KP1_RS09645.fasta
KP1_RS09655		1997386	1161	glucan biosynthesis protein	839	KP1_RS09655.fasta
KP1_RS09670		2002939	228	lipoprotein	153	KP1_RS09670.fasta
KP1_RS09675		2003167	387	SecY/SecA suppressor protein	215	KP1_RS09675.fasta
KP1_RS09685		2005043	921	lipid A biosynthesis lauroyl acyltransferase	771	KP1_RS09685.fasta
KP1_RS09695		2006169	1065	sulfurtransferase	716	KP1_RS09695.fasta
KP1_RS09710	bssS	2008648	255	biofilm formation regulatory protein BssS	148	KP1_RS09710.fasta
KP1_RS09715		2009205	252	DNA damage-inducible protein I	164	KP1_RS09715.fasta
KP1_RS09720		2009529	1047	dihydroorotase	791	KP1_RS09720.fasta
KP1_RS09725		2010701	561	lipoprotein	380	KP1_RS09725.fasta
KP1_RS09730		2011375	1209	MFS transporter	848	KP1_RS09730.fasta
KP1_RS09735		2012813	585	alanine acetyltransferase	255	KP1_RS09735.fasta
KP1_RS09745		2014064	924	virulence factor MviM	718	KP1_RS09745.fasta
KP1_RS09750		2015099	1536	lipid II flippase MurJ	922	KP1_RS09750.fasta
KP1_RS09770		2022877	996	23S rRNA pseudouridine(955/2504/2580) synthase	588	KP1_RS09770.fasta
KP1_RS09820		2031251	810	aminodeoxychorismate lyase	577	KP1_RS09820.fasta
KP1_RS09825		2032062	1023	cell division protein YceG	710	KP1_RS09825.fasta
KP1_RS09835		2033712	1005	DNA polymerase III subunit delta'	713	KP1_RS09835.fasta
KP1_RS09840		2034727	795	metal-dependent hydrolase	635	KP1_RS09840.fasta
KP1_RS09850		2037513	357	histidine triad nucleotide-binding protein	190	KP1_RS09850.fasta
KP1_RS09870		2039728	1023	beta-N-acetylhexosaminidase	722	KP1_RS09870.fasta
KP1_RS09875		2040786	543	hypothetical protein	317	KP1_RS09875.fasta
KP1_RS09880		2041574	1305	NADH dehydrogenase	798	KP1_RS09880.fasta
KP1_RS09885		2043073	540	hypothetical protein	347	KP1_RS09885.fasta
KP1_RS09890		2043670	2190	ligand-gated channel protein	1490	KP1_RS09890.fasta
KP1_RS09895		2045928	123	hypothetical protein	131	KP1_RS09895.fasta
KP1_RS09900		2046103	636	TetR family transcriptional regulator	469	KP1_RS09900.fasta
KP1_RS09905		2046735	156	hypothetical protein	177	KP1_RS09905.fasta
KP1_RS09910		2046988	258	multiple stress resistance protein BhsA	241	KP1_RS09910.fasta
KP1_RS09920		2048497	3447	transcription-repair coupling factor	1871	KP1_RS09920.fasta
KP1_RS09930		2052248	1200	transporter	826	KP1_RS09930.fasta
KP1_RS09940		2054141	1245	lipoprotein transporter subunit LolE	804	KP1_RS09940.fasta
KP1_RS09950		2056360	831	NAD-dependent deacylase	578	KP1_RS09950.fasta
KP1_RS10015		2071062	1047	spermidine/putrescine ABC transporter substrate-binding protein	733	KP1_RS10015.fasta
KP1_RS10020		2072105	786	spermidine/putrescine ABC transporter permease PotC	479	KP1_RS10020.fasta
KP1_RS10030		2073728	1137	putrescine/spermidine ABC transporter ATP-binding protein	692	KP1_RS10030.fasta
KP1_RS10035		2075123	1233	peptidase T	880	KP1_RS10035.fasta
KP1_RS10055		2078716	1122	50S ribosomal protein L16 arginine hydroxylase	913	KP1_RS10055.fasta
KP1_RS10060		2079923	1467	sensor protein PhoQ	1164	KP1_RS10060.fasta
KP1_RS10065		2081389	672	DNA-binding response regulator	486	KP1_RS10065.fasta
KP1_RS10070		2082343	807	AraC family transcriptional regulator	900	KP1_RS10070.fasta
KP1_RS10075		2083233	363	cupin	421	KP1_RS10075.fasta
KP1_RS10080		2083650	1371	adenylosuccinate lyase	946	KP1_RS10080.fasta
KP1_RS10085		2085024	642	lysogenization protein HflD	442	KP1_RS10085.fasta
KP1_RS10090		2085720	1107	tRNA(5-methylaminomethyl-2-thiouridine)- methyltransferase	765	KP1_RS10090.fasta
KP1_RS10095		2086883	459	NUDIX hydrolase	392	KP1_RS10095.fasta
KP1_RS10100		2087358	651	23S rRNA pseudouridine synthase E	548	KP1_RS10100.fasta
KP1_RS10105		2088249	1251	isocitrate dehydrogenase (NADP(+))	2341	KP1_RS10105.fasta
KP1_RS10275		2115452	915	lipid A biosynthesis palmitoleoyl acyltransferase	593	KP1_RS10275.fasta
KP1_RS10280		2116456	639	leucine efflux protein	470	KP1_RS10280.fasta
KP1_RS10285		2117225	264	hypothetical protein	181	KP1_RS10285.fasta
KP1_RS10290		2117547	126	hypothetical protein	97	KP1_RS10290.fasta
KP1_RS10295		2117864	102	hypothetical protein	62	KP1_RS10295.fasta
KP1_RS10330		2122574	792	AraC family transcriptional regulator	572	KP1_RS10330.fasta
KP1_RS10365		2128174	906	LysR family transcriptional regulator	787	KP1_RS10365.fasta
KP1_RS10370		2129246	750	oxidoreductase	710	KP1_RS10370.fasta
KP1_RS10390		2132524	312	hypothetical protein	321	KP1_RS10390.fasta
KP1_RS10410		2135576	1935	serine protein kinase PrkA	992	KP1_RS10410.fasta
KP1_RS10415		2137927	747	MltA-interacting protein MipA	471	KP1_RS10415.fasta
KP1_RS10420		2138765	855	aldehyde reductase	743	KP1_RS10420.fasta
KP1_RS10425		2139676	885	D-hexose-6-phosphate mutarotase	611	KP1_RS10425.fasta
KP1_RS10430		2140635	996	glyceraldehyde-3-phosphate dehydrogenase	495	KP1_RS10430.fasta
KP1_RS10435		2141969	414	peptide-methionine (R)-S-oxide reductase	263	KP1_RS10435.fasta
KP1_RS10440		2142426	279	hypothetical protein	209	KP1_RS10440.fasta
KP1_RS10445		2142799	345	HNH endonuclease	229	KP1_RS10445.fasta
KP1_RS10460		2145381	1020	L-asparaginase 1	779	KP1_RS10460.fasta
KP1_RS10470		2148558	552	NAD(P)H nitroreductase	472	KP1_RS10470.fasta
KP1_RS10475		2149845	747	acid phosphatase	601	KP1_RS10475.fasta
KP1_RS10485		2151865	1947	DNA topoisomerase III	1153	KP1_RS10485.fasta
KP1_RS10495		2155015	1344	glutamate dehydrogenase	790	KP1_RS10495.fasta
KP1_RS10505		2156541	411	pyrimidine (deoxy)nucleoside triphosphate pyrophosphohydrolase	408	KP1_RS10505.fasta
KP1_RS10535		2162435	561	hypothetical protein	579	KP1_RS10535.fasta
KP1_RS10550		2164559	807	exodeoxyribonuclease III	438	KP1_RS10550.fasta
KP1_RS10555		2165804	1221	acetylornithine aminotransferase	1027	KP1_RS10555.fasta
KP1_RS10570		2169527	1326	succinylarginine dihydrolase	1257	KP1_RS10570.fasta
KP1_RS10575		2170862	966	succinylglutamate desuccinylase	1009	KP1_RS10575.fasta
KP1_RS10585		2172174	483	ATP-independent periplasmic protein-refolding chaperone	350	KP1_RS10585.fasta
KP1_RS10595		2173708	828	NAD(+) synthetase	526	KP1_RS10595.fasta
KP1_RS10600		2174818	339	transcriptional regulator	213	KP1_RS10600.fasta
KP1_RS10605		2175435	321	PTS sugar transporter subunit IIB	225	KP1_RS10605.fasta
KP1_RS10610		2175775	117	hypothetical protein	121	KP1_RS10610.fasta
KP1_RS10615		2175903	1359	"PTS N,N'-diacetylchitobiose transporter subunit IIC"	957	KP1_RS10615.fasta
KP1_RS10620		2177315	348	PTS N'-diacetylchitobiose transporter subunit IIA	255	KP1_RS10620.fasta
KP1_RS10625		2177675	840	transcriptional regulator ChbR	652	KP1_RS10625.fasta
KP1_RS10630		2178625	1347	6-phospho-beta-glucosidase	1094	KP1_RS10630.fasta
KP1_RS10635		2179984	759	carbohydrate deacetylase	676	KP1_RS10635.fasta
KP1_RS10645		2183263	240	cell division modulator	118	KP1_RS10645.fasta
KP1_RS10650		2183561	1392	L-cystine transporter tcyP	974	KP1_RS10650.fasta
KP1_RS10655		2185088	591	membrane protein	420	KP1_RS10655.fasta
KP1_RS10665		2186681	669	2-deoxyglucose-6-phosphatase	568	KP1_RS10665.fasta
KP1_RS10670		2187538	537	yfeABCD regulator yfeE	422	KP1_RS10670.fasta
KP1_RS10675		2188104	399	acyl-CoA thioesterase	304	KP1_RS10675.fasta
KP1_RS10685		2191057	540	intracellular septation protein A	326	KP1_RS10685.fasta
KP1_RS10690		2191651	744	hypothetical protein	558	KP1_RS10690.fasta
KP1_RS10695		2192420	414	hypothetical protein	292	KP1_RS10695.fasta
KP1_RS10700		2193103	639	outer membrane protein OmpW	604	KP1_RS10700.fasta
KP1_RS10710		2194552	2286	catecholate siderophore receptor Fiu	1603	KP1_RS10710.fasta
KP1_RS10755		2204733	810	tryptophan synthase subunit alpha	694	KP1_RS10755.fasta
KP1_RS10760		2205542	1194	tryptophan synthase subunit beta	842	KP1_RS10760.fasta
KP1_RS10765		2206745	1359	bifunctional indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase	1124	KP1_RS10765.fasta
KP1_RS10770		2208107	1596	bifunctional glutamine amidotransferase/anthranilate phosphoribosyltransferase	1058	KP1_RS10770.fasta
KP1_RS10775		2209702	1563	anthranilate synthase component I	961	KP1_RS10775.fasta
KP1_RS10785		2212433	621	hypothetical protein	466	KP1_RS10785.fasta
KP1_RS10800		2215273	903	23S rRNA pseudouridylate synthase B	565	KP1_RS10800.fasta
KP1_RS10805		2216236	591	cob(I)alamin adenolsyltransferase/cobinamide ATP-dependent adenolsyltransferase	400	KP1_RS10805.fasta
KP1_RS10810		2216823	762	NAD(P)-dependent oxidoreductase	535	KP1_RS10810.fasta
KP1_RS10820		2217839	1047	protease SohB	829	KP1_RS10820.fasta
KP1_RS10825		2218933	252	hypothetical protein	125	KP1_RS10825.fasta
KP1_RS10830		2219315	177	hypothetical protein	87	KP1_RS10830.fasta
KP1_RS10835		2219591	2598	DNA topoisomerase I	1361	KP1_RS10835.fasta
KP1_RS10840		2222534	975	LysR family transcriptional regulator CysB	664	KP1_RS10840.fasta
KP1_RS10845		2223754	168	hypothetical protein	101	KP1_RS10845.fasta
KP1_RS10850		2223918	117	hypothetical protein	93	KP1_RS10850.fasta
KP1_RS10855		2224310	2673	aconitate hydratase 1	1708	KP1_RS10855.fasta
KP1_RS10860		2227029	603	GTP cyclohydrolase II	360	KP1_RS10860.fasta
KP1_RS10870		2228698	309	membrane protein	193	KP1_RS10870.fasta
KP1_RS10875		2229013	1170	lipopolysaccharide assembly protein LapB	817	KP1_RS10875.fasta
KP1_RS10880		2230374	738	orotidine 5'-phosphate decarboxylase	589	KP1_RS10880.fasta
KP1_RS10890		2231569	219	lipoprotein	145	KP1_RS10890.fasta
KP1_RS10895		2231872	120	hypothetical protein	94	KP1_RS10895.fasta
KP1_RS10905		2232884	180	hypothetical protein	100	KP1_RS10905.fasta
KP1_RS10910		2233222	1935	exoribonuclease 2	1197	KP1_RS10910.fasta
KP1_RS10920		2236394	114	hypothetical protein	54	KP1_RS10920.fasta
KP1_RS10925		2236586	789	enoyl-[acyl-carrier-protein] reductase	343	KP1_RS10925.fasta
KP1_RS10940		2239787	810	ABC transporter ATP-binding protein	587	KP1_RS10940.fasta
KP1_RS10945		2240598	993	ABC transporter ATP-binding protein	688	KP1_RS10945.fasta
KP1_RS11455	zntB	2351031	984	zinc transporter ZntB	652	KP1_RS11455.fasta
KP1_RS11460		2352540	1374	ATP-dependent RNA helicase	1112	KP1_RS11460.fasta
KP1_RS11465		2353959	936	tRNA 2-thiocytidine(32) synthetase TtcA	908	KP1_RS11465.fasta
KP1_RS11485		2357481	3528	pyruvate:ferredoxin (flavodoxin) oxidoreductase	2049	KP1_RS11485.fasta
KP1_RS11490		2361371	264	hypothetical protein	176	KP1_RS11490.fasta
KP1_RS11495		2361680	441	heat-inducible protein	395	KP1_RS11495.fasta
KP1_RS11500		2362243	990	lactate dehydrogenase	688	KP1_RS11500.fasta
KP1_RS11515		2366723	186	YnbE family lipoprotein	122	KP1_RS11515.fasta
KP1_RS11520		2366916	324	hypothetical protein	248	KP1_RS11520.fasta
KP1_RS11545	tynA	2371922	2268	tyramine oxidase	1842	KP1_RS11545.fasta
KP1_RS11555		2376998	930	phenylacetate-CoA oxygenase subunit PaaA	885	KP1_RS11555.fasta
KP1_RS11560		2377939	288	phenylacetate-CoA oxygenase subunit PaaB	256	KP1_RS11560.fasta
KP1_RS11565		2378234	756	phenylacetate-CoA oxygenase subunit PaaI	881	KP1_RS11565.fasta
KP1_RS11570		2379001	498	phenylacetate-CoA oxygenase subunit PaaJ	648	KP1_RS11570.fasta
KP1_RS11575		2379506	1071	phenylacetic acid degradation protein	1139	KP1_RS11575.fasta
KP1_RS11580		2380573	768	"2,3-dehydroadipyl-CoA hydratase"	950	KP1_RS11580.fasta
KP1_RS11600		2383968	1206	acetyl-CoA acetyltransferase	1247	KP1_RS11600.fasta
KP1_RS11605		2385200	1317	phenylacetate-CoA ligase	1171	KP1_RS11605.fasta
KP1_RS11610		2386627	936	phenylacetic acid degradation operon negative regulatory protein PaaX	858	KP1_RS11610.fasta
KP1_RS11615		2387572	597	phenylacetic acid degradation protein PaaY	525	KP1_RS11615.fasta
KP1_RS11625		2388624	606	azoreductase	431	KP1_RS11625.fasta
KP1_RS11650		2396549	1653	MFS transporter	1267	KP1_RS11650.fasta
KP1_RS11670		2400942	1275	glutamate dehydrogenase	924	KP1_RS11670.fasta
KP1_RS11675		2402429	147	hypothetical protein	391	KP1_RS11675.fasta
KP1_RS11680		2402745	1206	acetylornithine aminotransferase	1012	KP1_RS11680.fasta
KP1_RS11695		2406470	1341	succinylarginine dihydrolase	1200	KP1_RS11695.fasta
KP1_RS11705		2408826	1431	alanine glycine permease	1248	KP1_RS11705.fasta
KP1_RS11730		2414657	999	type I glyceraldehyde-3-phosphate dehydrogenase	825	KP1_RS11730.fasta
KP1_RS11735		2415938	159	proteolipid membrane potential modulator	130	KP1_RS11735.fasta
KP1_RS11745		2416774	234	SirA-like protein	236	KP1_RS11745.fasta
KP1_RS11750		2417004	1209	hypothetical protein	1012	KP1_RS11750.fasta
KP1_RS11760		2418867	519	hypothetical protein	482	KP1_RS11760.fasta
KP1_RS11795		2426715	1179	mannose-6-phosphate isomerase	971	KP1_RS11795.fasta
KP1_RS11805		2430081	1401	class II fumarate hydratase	1075	KP1_RS11805.fasta
KP1_RS11815		2432479	1302	two-component sensor histidine kinase	937	KP1_RS11815.fasta
KP1_RS11825		2434642	720	DNA-binding response regulator	483	KP1_RS11825.fasta
KP1_RS11840		2436581	1383	arginine:ornithine antiporter	1079	KP1_RS11840.fasta
KP1_RS11850		2439088	183	hypothetical protein	115	KP1_RS11850.fasta
