Locus	Gene	Start	Length	Product	Allele Count	Alleles
b1681	sufD	1760520	1272	component of SufBCD Fe-S cluster assembly scaffold	2116	b1681.fasta
b1682	sufC	1761766	747	SufBCD Fe-S cluster assembly scaffold protein, ATP-binding protein	1529	b1682.fasta
b1683	sufB	1762522	1488	component of SufBCD Fe-S cluster assembly scaffold	2269	b1683.fasta
b1684	sufA	1764018	369	Fe-S cluster assembly protein	650	b1684.fasta
b1685	ydiH	1764934	189	uncharacterized protein	235	b1685.fasta
b1686	menI	1765222	411	1,4-dihydroxy-2-naphthoyl-CoA hydrolase	720	b1686.fasta
b1687	ydiJ	1765629	3057	putative FAD-linked oxidoreductase	3600	b1687.fasta
b1688	ydiK	1769074	1113	UPF0118 family inner membrane protein	1347	b1688.fasta
b1692	ydiB	1773789	867	quinate/shikimate 5-dehydrogenase, NAD(P)-binding	1362	b1692.fasta
b1693	aroD	1774686	759	3-dehydroquinate dehydratase	1083	b1693.fasta
b1702	ppsA	1784734	2379	phosphoenolpyruvate synthase	2658	b1702.fasta
b1703	ppsR	1787445	834	PEP synthase kinase and PEP synthase pyrophosphorylase	1195	b1703.fasta
b1704	aroH	1788435	1047	3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, tryptophan repressible	1611	b1704.fasta
b1705	ydiE	1789613	192	hemin uptake protein HemP homolog	323	b1705.fasta
b1706	ydiU	1789808	1437	UPF0061 family protein	2287	b1706.fasta
b1707	ydiV	1791307	714	anti-FlhD4C2 factor, inactive EAL family phosphodiesterase	1225	b1707.fasta
b1708	nlpC	1792267	465	putative C40 clan peptidase lipoprotein	644	b1708.fasta
b1709	btuD	1792809	750	vitamin B12 ABC transporter ATPase	982	b1709.fasta
b1710	btuE	1793558	552	glutathione peroxidase	998	b1710.fasta
b1711	btuC	1794172	981	vitamin B12 ABC transporter permease	1395	b1711.fasta
b1712	ihfA	1795253	300	integration host factor (IHF), DNA-binding protein, alpha subunit	234	b1712.fasta
b1713	pheT	1795557	2388	phenylalanine tRNA synthetase, beta subunit	3062	b1713.fasta
b1714	pheS	1797959	984	phenylalanine tRNA synthetase, alpha subunit	1401	b1714.fasta
b1715	pheM	1799226	45	phenylalanyl-tRNA synthetase operon leader peptide	55	b1715.fasta
b1716	rplT	1799393	357	50S ribosomal subunit protein L20	395	b1716.fasta
b1717	rpmI	1799802	198	50S ribosomal subunit protein L35	243	b1717.fasta
b1718	infC	1800096	543	translation initiation factor IF-3	514	b1718.fasta
b1719	thrS	1800642	1929	threonyl-tRNA synthetase	2154	b1719.fasta
b4535	yniD	1805165	108	uncharacterized protein	141	b4535.fasta
b1722	ydiY	1805325	759	acid-inducible putative outer membrane protein	1170	b1722.fasta
b1723	pfkB	1806370	930	6-phosphofructokinase II	1400	b1723.fasta
b1724	ydiZ	1807400	291	uncharacterized protein	503	b1724.fasta
b1725	yniA	1807796	861	fructosamine kinase family protein	1127	b1725.fasta
b1726	yniB	1808697	537	putative inner membrane protein	764	b1726.fasta
b1727	yniC	1809380	669	2-deoxyglucose-6-P phosphatase	1053	b1727.fasta
b1728	ydjM	1810211	591	inner membrane protein regulated by LexA	795	b1728.fasta
b1729	ydjN	1810934	1392	putative transporter	2106	b1729.fasta
b1731	cedA	1813421	243	cell division modulator	278	b1731.fasta
b1733	chbG	1816386	750	chito-oligosaccharide deacetylase	1152	b1733.fasta
b1736	chbA	1819455	351	N,N'-diacetylchitobiose-specific enzyme IIA component of PTS	554	b1736.fasta
b1738	chbB	1821299	321	N,N'-diacetylchitobiose-specific enzyme IIB component of PTS	492	b1738.fasta
b1739	osmE	1821918	339	osmotically-inducible lipoprotein	370	b1739.fasta
b1740	nadE	1822458	828	NAD synthetase, NH3/glutamine-dependent	1135	b1740.fasta
b1742	ves	1824362	576	cold- and stress-inducible protein	953	b1742.fasta
b1744	astE	1825955	969	succinylglutamate desuccinylase	1490	b1744.fasta
b1745	astB	1826916	1344	succinylarginine dihydrolase	1904	b1745.fasta
b1746	astD	1828256	1479	succinylglutamic semialdehyde dehydrogenase	2238	b1746.fasta
b1747	astA	1829731	1035	arginine succinyltransferase	1731	b1747.fasta
b1748	astC	1830762	1221	succinylornithine transaminase, PLP-dependent	1907	b1748.fasta
b1749	xthA	1832428	807	exonuclease III	1206	b1749.fasta
b1751	ydjY	1834116	678	putative ferrodoxin-like lipoprotein	1018	b1751.fasta
b1752	ydjZ	1834808	708	TVP38/TMEM64 family inner membrane protein	1029	b1752.fasta
b1753	ynjA	1835515	549	carboxymuconolactone decarboxylase family protein	811	b1753.fasta
b1756	ynjD	1838747	654	putative ABC transporter ATPase	977	b1756.fasta
b1757	ynjE	1839467	1308	molybdopterin synthase sulfurtransferase	1907	b1757.fasta
b1759	nudG	1841490	408	CTP pyrophosphohydrolase; also hydrolyzes 2-hydroxy-dATP, 8-hydroxy-dGTP, 5-hydroxy-CTP, dCTP and 5-methyl-dCTP	734	b1759.fasta
b1760	ynjH	1841863	273	DUF1496 family protein	475	b1760.fasta
b1761	gdhA	1842371	1344	glutamate dehydrogenase, NADP-specific	1784	b1761.fasta
b1764	selD	1846965	1044	selenophosphate synthase	1447	b1764.fasta
b1765	ydjA	1848125	552	putative oxidoreductase	997	b1765.fasta
b1766	sppA	1848837	1857	protease IV (signal peptide peptidase)	2446	b1766.fasta
b1767	ansA	1850860	1017	cytoplasmic L-asparaginase 1	1431	b1767.fasta
b1768	pncA	1851887	642	nicotinamidase/pyrazinamidase	1190	b1768.fasta
b1777	yeaC	1861702	273	DUF1315 family protein	503	b1777.fasta
b1778	msrB	1862016	414	methionine sulfoxide reductase B	726	b1778.fasta
b1779	gapA	1862771	996	glyceraldehyde-3-phosphate dehydrogenase A	1109	b1779.fasta
b1780	yeaD	1863850	885	D-hexose-6-phosphate epimerase-like protein	1332	b1780.fasta
b1781	yeaE	1864782	855	aldo-keto reductase, methylglyoxal to acetol, NADPH-dependent	1232	b1781.fasta
b1782	mipA	1865726	747	scaffolding protein for murein synthesizing machinery	1129	b1782.fasta
b1787	yeaK	1873574	504	aminoacyl-tRNA editing domain protein	797	b1787.fasta
b1788	yoaI	1874078	105	uncharacterized protein	162	b1788.fasta
b1789	yeaL	1874352	447	UPF0756 family putative inner membrane protein	741	b1789.fasta
b1792	yeaO	1876909	348	DUF488 family protein	486	b1792.fasta
b1793	yoaF	1877278	255	DUF333 family outer membrane lipoprotein	382	b1793.fasta
b4676	yoaK	1878773	99	inner membrane-associated protein	141	b4676.fasta
b4675	yoaJ	1878874	75	inner membrane-associated protein	109	b4675.fasta
b1804	rnd	1886864	1128	ribonuclease D	1496	b1804.fasta
b1805	fadD	1888061	1686	acyl-CoA synthetase (long-chain-fatty-acid--CoA ligase)	2097	b1805.fasta
b1806	yeaY	1889951	582	Slp family lipoprotein, RpoE-regulated	1182	b1806.fasta
b1807	tsaB	1890572	696	tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein; binding partner and protease for TsaD	1188	b1807.fasta
b1808	yoaA	1891325	1911	putative ATP-dependent helicase, DinG family	2604	b1808.fasta
b1809	yoaB	1893367	345	putative reactive intermediate deaminase	660	b1809.fasta
b1810	yoaC	1894133	300	DUF1889 family protein	542	b1810.fasta
b1811	yoaH	1894552	180	UPF0181 family protein	286	b1811.fasta
b1812	pabB	1894805	1362	aminodeoxychorismate synthase, subunit I	1658	b1812.fasta
b1813	nudL	1896170	579	putative CoA pyrophosphohydrolase, weak 3-phosphohydroxypyruvate phosphatase	1019	b1813.fasta
b1815	yoaD	1898427	1599	putative membrane-anchored cyclic-di-GMP phosphodiesterase, regulator of cellulose production	2161	b1815.fasta
b1816	yoaE	1900029	1557	putative membrane protein/conserved protein	1951	b1816.fasta
b1817	manX	1902048	972	fused mannose-specific PTS enzymes: IIA component/IIB component	1145	b1817.fasta
b1818	manY	1903082	801	mannose-specific enzyme IIC component of PTS	931	b1818.fasta
b1819	manZ	1903895	852	mannose-specific enzyme IID component of PTS	999	b1819.fasta
b1821	mntP	1905688	567	putative Mn(2+) efflux pump, mntR-regulated	942	b1821.fasta
b1822	rlmA	1906251	810	23S rRNA m(1)G745 methyltransferase, SAM-dependent	1209	b1822.fasta
b1824	yobF	1907448	144	DUF2527 family heat-induced protein	120	b1824.fasta
b1825	yebO	1908261	288	putative inner membrane protein	336	b1825.fasta
b1826	mgrB	1908623	144	regulatory peptide for PhoPQ, feedback inhibition	195	b1826.fasta
b4536	yobH	1908925	240	uncharacterized protein	318	b4536.fasta
b1827	kdgR	1909308	792	KDG regulon transcriptional repressor	1092	b1827.fasta
b1829	htpX	1911695	882	putative endopeptidase	1229	b1829.fasta
b1830	prc	1912768	2049	carboxy-terminal protease for penicillin-binding protein 3	2353	b1830.fasta
b1831	proQ	1914836	699	RNA chaperone, putative ProP translation regulator	790	b1831.fasta
b1832	msrC	1915631	498	free methionine-(R)-sulfoxide reductase	759	b1832.fasta
b1833	yebS	1916258	1284	inner membrane PqiA domain protein	1806	b1833.fasta
b1834	yebT	1917510	2634	MCE domain protein	3160	b1834.fasta
b1835	rsmF	1920223	1440	16S rRNA m(5)C1407 methyltransferase, SAM-dependent	2095	b1835.fasta
b1837	yebW	1922121	192	uncharacterized protein	322	b1837.fasta
b1839	yebY	1923365	342	DUF2511 family protein	549	b1839.fasta
b1840	yebZ	1923719	873	inner membrane protein	1370	b1840.fasta
b1841	yobA	1924595	375	CopC family protein	543	b1841.fasta
b1842	holE	1925108	231	DNA polymerase III, theta subunit	324	b1842.fasta
b1843	yobB	1925440	657	C-N hydrolase family protein	930	b1843.fasta
b1844	exoX	1926120	663	exodeoxyribonuclease 10; DNA exonuclease X	1048	b1844.fasta
b1845	ptrB	1926779	2061	protease II	2494	b1845.fasta
EFERRS09440		1928744	159	hypothetical protein	185	EFER_RS09440.fasta
b1846	yebE	1929048	660	DUF533 family inner membrane protein	925	b1846.fasta
b1847	yebF	1930034	357	extracellular Colicin M immunity family protein	467	b1847.fasta
b1848	yebG	1930457	291	DNA damage-inducible protein regulated by LexA	376	b1848.fasta
b1849	purT	1930881	1179	phosphoribosylglycinamide formyltransferase 2	1475	b1849.fasta
b1850	eda	1932115	642	KHG/KDPG aldolase; 2-dehydro-3-deoxy-phosphogluconate/4-hydroxy-2- oxoglutarate aldolase	1078	b1850.fasta
b1851	edd	1932793	1812	6-phosphogluconate dehydratase	2467	b1851.fasta
b1852	zwf	1934839	1476	glucose-6-phosphate 1-dehydrogenase	1680	b1852.fasta
b1853	yebK	1936652	870	putative DNA-binding transcriptional regulator	1033	b1853.fasta
b1854	pykA	1937649	1443	pyruvate kinase II	1886	b1854.fasta
b1855	lpxM	1939222	972	myristoyl-acyl carrier protein (ACP)-dependent acyltransferase	1258	b1855.fasta
b1856	mepM	1940313	1323	murein DD-endopeptidase, space-maker hydrolase, septation protein	1848	b1856.fasta
b1857	znuA	1941651	933	zinc ABC transporter periplasmic binding protein	1187	b1857.fasta
b1858	znuC	1942662	756	zinc ABC transporter ATPase	1130	b1858.fasta
b1859	znuB	1943414	786	zinc ABC transporter permease	1339	b1859.fasta
b1860	ruvB	1944346	1011	ATP-dependent DNA helicase, component of RuvABC resolvasome	1120	b1860.fasta
b1861	ruvA	1945365	612	component of RuvABC resolvasome, regulatory subunit	955	b1861.fasta
b1863	ruvC	1946855	522	component of RuvABC resolvasome, endonuclease	923	b1863.fasta
b1864	yebC	1947411	741	UPF0082 family protein	1023	b1864.fasta
b1865	nudB	1948180	453	dihydroneopterin triphosphate pyrophosphatase	531	b1865.fasta
b1866	aspS	1948750	1773	aspartyl-tRNA synthetase	1904	b1866.fasta
b1869	yecN	1952266	396	MAPEG family inner membrane protein	623	b1869.fasta
b1870	cmoA	1952702	744	carboxy-SAM synthase	1126	b1870.fasta
b1871	cmoB	1953442	972	tRNA (cmo5U34)-carboxymethyltransferase, carboxy-SAM-dependent	1451	b1871.fasta
b1874	cutC	1958520	747	copper homeostasis protein	1188	b1874.fasta
b1875	yecM	1959280	567	putative metal-binding enzyme	976	b1875.fasta
b1876	argS	1960062	1734	arginyl-tRNA synthetase	2098	b1876.fasta
b1897	otsB	1981587	801	trehalose-6-phosphate phosphatase, biosynthetic	1005	b1897.fasta
b1900	araG	1983555	1515	L-arabinose ABC transporter ATPase	2137	b1900.fasta
b1901	araF	1985139	990	L-arabinose ABC transporter periplasmic binding protein	1420	b1901.fasta
b1902	ftnB	1986925	504	ferritin B, putative ferrous iron reservoir	633	b1902.fasta
b4537	yecJ	1987507	252	DUF2766 family protein	452	b4537.fasta
b4663	azuC	1987873	87	acid-inducible small membrane-associated protein	144	b4663.fasta
b1904	yecR	1988222	324	lipoprotein, function unknown	556	b1904.fasta
b1905	ftnA	1988716	498	ferritin iron storage protein (cytoplasmic)	770	b1905.fasta
b1906	yecH	1989251	240	DUF2492 family protein	448	b1906.fasta
b1907	tyrP	1989681	1212	tyrosine transporter	2012	b1907.fasta
b1908	yecA	1990954	666	UPF0149 family protein	1012	b1908.fasta
b1912	pgsA	1992269	549	phosphatidylglycerophosphate synthetase	873	b1912.fasta
b1913	uvrC	1992874	1833	excinuclease UvrABC, endonuclease subunit	2418	b1913.fasta
b1914	uvrY	1994703	657	response regulator in two-component regulatory system with BarA	1088	b1914.fasta
b1915	yecF	1995818	225	DUF2594 family protein	255	b1915.fasta
b1917	yecC	1997062	753	putative ABC transporter ATPase	1504	b1917.fasta
b1918	yecS	1997811	669	ABC family putative inner membrane permease	1204	b1918.fasta
b1919	dcyD	1998494	987	D-cysteine desulfhydrase, PLP-dependent	1774	b1919.fasta
b1920	fliY	1999585	801	cystine transporter subunit	1510	b1920.fasta
b1922	fliA	2001070	720	RNA polymerase, sigma 28 (sigma F) factor	1185	b1922.fasta
b1925	fliS	2005303	411	flagellar protein potentiates polymerization	744	b1925.fasta
b1927	amyA	2006156	1488	cytoplasmic alpha-amylase	2347	b1927.fasta
b1928	yedD	2007677	414	lipoprotein	766	b1928.fasta
b1929	yedE	2008277	1206	UPF0394 family sulphur transport domain-containing inner membrane protein	1864	b1929.fasta
b1930	yedF	2009479	234	putative TusA family sulfurtransferase	503	b1930.fasta
b1937	fliE	2012700	315	flagellar basal-body component	696	b1937.fasta
b1952	dsrB	2024635	189	uncharacterized protein	243	b1952.fasta
b1953	yodD	2024986	228	uncharacterized protein	260	b1953.fasta
b1957	yodC	2028188	183	uncharacterized protein	294	b1957.fasta
b1958	yedI	2028449	918	DUF808 family inner membrane protein	1520	b1958.fasta
b1959	yedA	2029539	921	amino acid exporter for phenylalanine, threonine	1652	b1959.fasta
b1960	vsr	2030448	471	DNA mismatch endonuclease of very short patch repair	960	b1960.fasta
b1961	dcm	2030899	1419	DNA cytosine methyltransferase	1830	b1961.fasta
b1969	yedW	2038152	672	response regulator family protein	877	b1969.fasta
b1970	hiuH	2038956	414	hydroxyisourate hydrolase	647	b1970.fasta
b1971	yedY	2039478	1005	membrane-anchored, periplasmic TMAO, DMSO reductase	1732	b1971.fasta
b1972	yedZ	2040483	636	inner membrane heme subunit for periplasmic YedYZ reductase	1070	b1972.fasta
b1973	zinT	2041375	651	zinc and cadmium binding protein, periplasmic	1040	b1973.fasta
b1976	mtfA	2043651	798	anti-repressor for DgsA(Mlc)	930	b1976.fasta
b1983	yeeN	2056858	717	UPF0082 family protein	978	b1983.fasta
b1987	cbl	2059964	951	ssuEADCB/tauABCD operon transcriptional activator	1704	b1987.fasta
b1992	cobS	2064479	744	cobalamin synthase	1246	b1992.fasta
b2007	yeeX	2079032	330	UPF0265 family protein	337	b2007.fasta
b2014	plaP	2085704	1359	putrescine importer, low affinity	2059	b2014.fasta
b4678	yoeI	2087052	63	uncharacterized protein	62	b4678.fasta
b2016	yeeZ	2088304	825	putative epimerase	1684	b2016.fasta
b2065	dcd	2141634	582	deoxycytidine triphosphate deaminase; dCTP deaminase	986	b2065.fasta
b2066	udk	2142307	642	uridine/cytidine kinase	836	b2066.fasta
b2075	mdtB	2155263	3123	multidrug efflux system, subunit B	4507	b2075.fasta
b2077	iceT	2161464	1416	putative citrate/iron-citrate/zinc-citrate efflux transporter	2329	b2077.fasta
b2078	baeS	2162876	1404	sensory histidine kinase in two-component regulatory system with BaeR	1890	b2078.fasta
b2079	baeR	2164276	723	response regulator in two-component regulatory system with BaeS	1138	b2079.fasta
b2080	yegP	2165189	333	UPF0339 family protein	498	b2080.fasta
b2081	yegQ	2165668	1362	putative peptidase	1892	b2081.fasta
b2086	yegS	2168712	900	phosphatidylglycerol kinase, metal-dependent	1485	b2086.fasta
b2097	fbaB	2177512	1053	fructose-bisphosphate aldolase class I	1631	b2097.fasta
b2099	yegU	2180095	1005	ADP-ribosylglycohydrolase family protein	1519	b2099.fasta
b2100	yegV	2181096	966	putative kinase	1578	b2100.fasta
b2101	yegW	2182035	747	putative DNA-binding transcriptional regulator	966	b2101.fasta
b2103	thiD	2183716	801	hydroxy-methylpyrimidine kinase and hydroxy-phosphomethylpyrimidine kinase	1371	b2103.fasta
b2104	thiM	2184513	789	hydoxyethylthiazole kinase	1248	b2104.fasta
b2105	rcnR	2185524	273	transcriptional repressor of rcnA	403	b2105.fasta
b2107	rcnB	2186960	339	periplasmic modulator of Ni and Co efflux	496	b2107.fasta
b2113	mrp	2193059	1110	antiporter inner membrane protein	1479	b2113.fasta
b2124	yehS	2211726	471	DUF1456 family protein	691	b2124.fasta
b2125	yehT	2212243	720	putative response regulator in two-component system withYehU	1040	b2125.fasta
b2126	yehU	2212959	1686	inner membrane putative sensory kinase in two-component system with YehT	1899	b2126.fasta
b4542	yohO	2215657	108	putative membrane protein	116	b4542.fasta
b2128	yehW	2215745	732	putative ABC transporter permease	1132	b2128.fasta
b2129	yehX	2216481	927	putative ABC transporter ATPase	1507	b2129.fasta
b2130	yehY	2217400	1158	putative ABC transporter permease	1705	b2130.fasta
b2131	osmF	2218564	918	putative ABC transporter periplasmic binding protein	1324	b2131.fasta
b2132	bglX	2219692	2298	beta-D-glucoside glucohydrolase, periplasmic	2704	b2132.fasta
b2133	dld	2222185	1716	D-lactate dehydrogenase, FAD-binding, NADH independent	1908	b2133.fasta
b2134	pbpG	2223938	933	D-alanyl-D-alanine endopeptidase	1143	b2134.fasta
b2135	yohC	2225044	588	Yip1 family inner membrane protein	1039	b2135.fasta
b2136	yohD	2225801	579	DedA family inner membrane protein	805	b2136.fasta
b2141	yohJ	2230624	399	UPF0299 family inner membrane protein	574	b2141.fasta
b2142	yohK	2231019	696	LrgB family inner membrane protein	988	b2142.fasta
b2143	cdd	2231844	885	cytidine/deoxycytidine deaminase	1299	b2143.fasta
b2144	sanA	2232878	720	DUF218 superfamily vancomycin high temperature exclusion protein	808	b2144.fasta
b2145	yeiS	2233600	240	DUF2542 family protein	374	b2145.fasta
b2146	preT	2234033	1239	dihydropyrimidine dehydrogenase, NADH-dependent, subunit N	1677	b2146.fasta
b2147	preA	2235265	1236	dihydropyrimidine dehydrogenase, NADH-dependent, subunit C	1532	b2147.fasta
b2148	mglC	2236743	1011	methyl-galactoside transporter subunit	1329	b2148.fasta
b2149	mglA	2237769	1521	methyl-galactoside ABC transporter ATPase	1748	b2149.fasta
b2150	mglB	2239350	999	methyl-galactoside transporter subunit	1426	b2150.fasta
b2151	galS	2240628	1041	galactose- and fucose-inducible galactose regulon transcriptional isorepressor; mgl operon transcriptional repressor; autorepressor	1507	b2151.fasta
b2152	yeiB	2241810	1158	DUF418 family putative inner membrane protein	1903	b2152.fasta
b2153	folE	2242984	669	GTP cyclohydrolase I	879	b2153.fasta
b2156	lysP	2247063	1470	lysine transporter	1513	b2156.fasta
